text,label,binary_label
"LEADER may provide support rates greater than 65% in accordance with Article 73(4) (c)(ii) where investments include basic services in rural areas and infrastructure in agriculture and forestry , as determined by Member States; Additional explanation Non applicable",Technical_assistance,Incentive
"The associated training will: • outline how the actions undertaken as part of the Suckler Carbon Efficiency Programme will address the challenges that the scheme is designed to address, • educate farmers on how to appropriately implement the actions; thereby equipping them with the knowledge and skills necessary to optimise delivery and continue the ongoing management of the commitments undertaken; as well as to facilitate the implementation of high welfare practices.",Technical_assistance,Incentive
The associated training will educate farmers on how to appropriately implement the actions of the scheme; thereby equippi ng them with the knowledge and skills necessary to optimise delivery and continue the ongoing management of the commitments undertaken; as well as to facilitate the implementation of high welfare practices,Technical_assistance,Incentive
·Support for the tillage and dairy sectors will be provided for investments in precision farming equipment and in the case of the tillage sector also for low disturbance tillage equipment.,Supplies,Incentive
"Support under this category will include aid for Organic Farming, Health and Safety equipment and investments that support specific environmental/climate benefits",Supplies,Incentive
"In order to encourage the purchase by farmers of this specialised type of equipment, this st rand of support under the measure will not be subject to the overall investment ceiling which will be applicable under the other strands of support introduced.",Supplies,Incentive
"Lau nched in 2017, the Agriculture Cashflow Support Loan Scheme provided low -cost flexible working capital finance to farmers.",Credit,Incentive
In cases where a loan is used to finance or top up a mutual fund no distinction is made between the basic capital and loans taken out in respect of the replenishment of the fund following compensate to growers.,Non-Incentive,Non-Incentive
"·A PO may finance or top up a mutual fund by way of a commercial loan, in order to support payment of compensation to PO member(s).",Non-Incentive,Non-Incentive
"HARIN(47(2)(i)) - harvest and production insurance that contributes to safeguarding producers' incomes where there are losses as a consequence of natural disasters, adverse climatic events, diseases or pest infe stations while ensuring that beneficiaries take necessary risk prevention measures",Credit,Incentive
Interest repayments on loans are also eligible for EU aid.,Non-Incentive,Non-Incentive
"For Partnership applications an indicative investment ceiling wil l be applied of €160,000 per holding 4Low Emission Slurry Spreading Equipment - It is proposed to have a 50% grant rate for LESS spreading attachments and a 40% grant rate for mobile tanker and the umbilical pump, reel and pipes.",Supplies,Incentive
"For Organic Farmers/Farm Safety Equipment/Investments delivering specific environmental/climate benefits the maximum is €45,000 based on an indicative investment ceiling of €90,000 @ 50% grant rate.",Non-Incentive,Non-Incentive
"·Maximum upper variation (%) or maximum amount, where applicable (% or EUR): €5,055 is the average and €132,000 is the maximum payable, this could be achieved by a young farmer partnership completing an approved investment to the maximum value of €160,000 (60% rate) and also completi ng an approved Low Emission Slurry Spreading Equipment approved investment to the maximum of €60,000 (60% grant rate) €5,055 is the average unit amount per investment based on experience seen in TAMS II.",Non-Incentive,Non-Incentive
"The activities likely to be designated as being ineligible include conventional retail operations (excluding community based shops and farm shops selling locally produced produce), primary agricultural activities, fisheries, horticulture (including bee -keeping), loans, working capital and forestry.",Non-Incentive,Non-Incentive
• Managing any delegated functions and drawing up formal Memorandum of Understanding with the delegated body and monitoring com pliance • Internal Audit Unit which provides i ndependent objective assurance on controls and compliance with accreditation criteria.,Non-Incentive,Non-Incentive
"With increasing urbanisation, river restoration and the use of Green Infrastructure are vital measures for improving and maintaining rivers in our towns and cities for future generations.",Non-Incentive,Non-Incentive
"Surminski (2017) argues that insurers have a crucial role to play in climate change adaptation but that greater collaboration is requiredThis may be addressed by better information sharing between insurers, agencies such as the OPW and local authorities facilitating improved risk modelling and the charging of premiums which more accurately reflect a household’s risk level, for exampleInformation platforms such as Climate Ireland can help address both of these issues by providing insures with more accurate information on households risk level eg through flood mapping while also supporting households in taking actions to lower their risk levelA potential economic opportunity for Ireland is the adaptation economy.",Non-Incentive,Non-Incentive
"In partnership with Government, it can therefore play an important role in collecting and disseminating data on weather and catastrophe risk, financing risk assessments, and supporting the design and provision of insurance schemes.",Non-Incentive,Non-Incentive
"Follow-up foliage sampling and subsequent foliar analysis carried out by an accredited laboratory will enable a competent person to identify whether or not fertilisation is required, and if so, the appropriate prescription.",Non-Incentive,Non-Incentive
"Furthermore, the licence holder should also inform the relevant District Forestry Inspector of the exact day of the operation, to allow his / her presence onsiteWhere separate applications of P and N are being carried out under the same licence, each application must be preceded by a separate Aerial Fertilisation Commencement Form (see Figure 1, page 13)Aerial Fertilisation Requirements15Operational detailsNote, the Registered Forester is required to be present during the aerial fertilisation operationLicence holders should only engage helicopter operators who have professional expertise in the area of aerial fertilisation, and who are fully equipped with the necessary specialist equipment, including a Global Positioning System (GPS) to guide and record flight paths, and a specialised aerial hopper.",Non-Incentive,Non-Incentive
"The inventory should clearly indicate the plots to be treated, and detail the corresponding area, species composition, planting year, DBH, Top Height and Yield Class for each, along with details of any previous fertiliser application(s) applied ¾A report from an accredited laboratory setting out the results of the foliar analysis ¾A report setting out the recommendations from a competent person (such as a Registered Forester with experience in assessing forest nutrient deficiency), outlining the proposed fertiliser prescription based on the foliar analysis, the type of fertiliser to be used, the concentration of fertiliser, and the rate of fertiliser application per net hectare.",Non-Incentive,Non-Incentive
"See example overleaf ¾Where pre- and post-water grab sampling is stipulated as a licensing condition by the Forest Service (see Section 4), a copy of the report provided by the accredited laboratory is required, setting out the results and interpretation of the analysis undertaken on the collected samples ¾Where, in accordance with the licence issued, the operation was carried out within a Hen Harrier SPA during the breeding season 1st April to 15th August inclusive, a map and a pilot declaration must be provided, confirming that the flight time spent traversing the SPA to and from the site of the operation was minimised, and that the flying altitude throughout this traverse was maintained at no less than 1,300 feet / 400 metres above ground level.",Non-Incentive,Non-Incentive
"See the Forest Service Forestry Standards & Procedures Manual for further detailsAfter collection, each sample should be sent without delay to an accredited laboratory (as detailed in the Forestry Standards & Procedures Manual ) and analysed for basic chemistry (including pH, Total P , Ortho P , ammonia, nitrate and K).",Non-Incentive,Non-Incentive
"The approach also creates opportunities for restructuring forest properties to break up otherwise even-aged blocks of forestry ¾Due to the small stem diameters and (potentially) greater quantities of brash, clearfell less intensive in nature, with less potential risk to waterManagement issues ¾The quantity of recoverable timber depends, inter alia , on crop age ¾Fell-to-waste may be an option in younger stands ¾Ensure the type of harvesting and extraction equipment used is matched to tree size, and focus on the use of lighter machinery onsite, where possibleOVER-MATURE CLEARFELLMay be appropriate on certain MODERATE and HIGH RISK sites, where windblow is not a factor.",Non-Incentive,Non-Incentive
"Herbicide application to adhere to safeguards regarding water, as set out in the Environmental Requirements for Afforestation, Forestry & Water Quality Guidelines , Forest Protection Guidelines and the Guidelines for the Use of Herbicides in Forestry  ¾Throughout both felling and replanting, and in addition to the inspections to be completed by the eCoW (where deployed), the following shall apply: ¾Store and prepare (if relevant) all chemicals, fuel and machine oils at a dry, elevated location onsite at least 50 m from the nearest aquatic zone and at least 20 m from the nearest relevant watercourse ¾Similarly, undertake all machine refuelling, maintenance and repair at a dry, elevated location onsite at least 50 m from the nearest aquatic zone and at least 20 m from the nearest relevant watercourse ¾Never discharge chemicals, fuel or machine oils into an aquatic zone, relevant watercourse, hotspot, or into any drain or silt trap, either existing or created during the site works ¾Never rinse out chemical, fuel or oil containers onsite ¾Do not clean equipment within 50 m of an aquatic zone, or within 20 m of a relevant watercourse or hotspot.",Non-Incentive,Non-Incentive
"It has been proposed that the tackling of vacancy and dereliction in towns, in support of the Town Centre First approach, will be considered for the ERDF 21-27 programmes, which are to be developed by early 2022",Non-Incentive,Non-Incentive
"The forthcoming Sustainable Mobility Policy will include continued significant investment and expansion of active travel and public transport infrastructure and services 27 | Realising the Existing Cultural and Heritage Assets of PlacesThere is a recognition that heritage-led regeneration ranging from large scale brownfield sites to the incremental re-imagining of smaller infill sites, can support and make best use of already existing resources.",Non-Incentive,Non-Incentive
"The National Development Plan also commits to ensuring that the RRDF will continue to support ambitious investments of scale, delivering the necessary facilities and infrastructure to revitalise rural towns and villages.",Non-Incentive,Non-Incentive
Sligo is a Purple Flag award (internationally accredited award for reaching a standard of excellence in the Evening and Night-Time Economy - ENTE) winning town since 2015Sligo has been a participant of the Heritage Council’s Collaborative Town Centre Health Check (CTCHC) programme.,Non-Incentive,Non-Incentive
"For this purpose, the Department maintains a Register of Foresters & Forestry Companies who have been met various criteria set by the Department, including educational qualifications and Professional Indemnity Insurance.",Non-Incentive,Non-Incentive
"The Forestry Division strongly recommends that forest owners ensure that they have adequate insurance in the event of a fire, including the cost of reconstitution 1215 Fire and the obligations of forest owners Beneficiaries of the Afforestation Scheme grants and premi ums are obliged to maintain and protect their forest while in receipt of payments from the date the grant was first paid whether or not a reconstitution scheme for fire damage exists .",Non-Incentive,Non-Incentive
"► access / escape routes ► reservoir or water point ► firebreaks ► adjoining forests ► high fire risk areas, including bracken, gorse, biofuels, dwellings and other structures ► The telephone numbers of key personnel should also be recorded on the map, for example: the local fire station, the local Garda station, caretaker, doctor, neighbour, registered forester, forest owner, key equipment holders (eg vacuum tankers, ATV, fire trailers) and aviation contractor (ie contracts for aerial fire-fighting should be in place prior to the fire season).",Non-Incentive,Non-Incentive
"The Forestry Division strongly recommends that the following cost-effective steps should be implemented by forest owners in order to address the risk of fire damage to their forest: ► Consider the financial consequences of fire damage – it is the responsibility of each forest owner to ensure that adequate insurance cover , including cover for reconstitution costs, is in place.",Non-Incentive,Non-Incentive
The land owners shall be ultimately liable for any debts incurred under the schemes by the Applicant if the Applicant fails to repay such debts.,Non-Incentive,Non-Incentive
Soil samples should be collected by a Registered Forester and assessed by an accredited forest soil laboratory - see Appendix 1 2 for details on soil sampling procedure.,Non-Incentive,Non-Incentive
"The Department will not normally contact the land owner/s, except in the case of debt being declared against the Applicant for breach of the Scheme(s) 2.",Non-Incentive,Non-Incentive
"Training for local authority staff will be required in the design, construction, and maintenance of nature -based rainwater management infrastructure.",Non-Incentive,Non-Incentive
"It also assists and supports the delivery of capacity building and training programmes with the aim of equipping decision makers with the capability and confidence to analyse, plan for and respond to the risks and opportunities that a changing climate presents.",Technical_assistance,Incentive
This scheme provides grant aid of up to 60% for qualified young organic farmers for investment in structures and equipment.,Supplies,Incentive
"Fines for breaches of the Wildlife (Amendment) Act 2000 range from €635 to €63,490 and prison terms from 3 months to 2 years , or both a fine and a prison Department of Agriculture, Food & the Marine 54 term.",Fine,Incentive
"The plan, which aims to set policy on adaptation strategies for transport, will help to build adaptive capacity within the sector’s administrative structures and assist organisations to better understand the implications of climate change for Ireland and how it may impact on transport infrastructure and services at a national, regional and local level44Planning for a Climate Resilient IrelandChapter2: Climate Change Adaptation Planning In IrelandCaseStudyTransport–WidespreadFloodingFollowingStormDesmondandStormFrank,December2015toJanuary2016Top: Road disintegration in County Cavan, January 2016Bottom: Road damage in Waterford, 2016OverviewThe country was affected by a sequence of major storms during winter of 2015/16, it was the wettest winter in Ireland in a time series from 1850 (McCarthy et al, 2016, Noone et al, 2015) and followed above average rainfall for most places in November.",Non-Incentive,Non-Incentive
"The Forestry Division will accept accredited laboratories which carry out ana lysis of soils using the preferred Macaulay extraction method, ie extraction with 25% acetic acid and reported on a dry weight basis at 105oC 1.",Non-Incentive,Non-Incentive
"309 5 Direct payments, sectoral an d rural development interventions specified in the strategy  311 51 Direct Payments Interventions .",Non-Incentive,Non-Incentive
291 4223 Estimated product of the reduction of direct payments and capping for each year  292 423 Application at the level of members of legal persons or groups/ at the level of group of affiliated legal entities (Article 110) .,Non-Incentive,Non-Incentive
290 4221 Description of the reduction and/or capping of direct payments .,Non-Incentive,Non-Incentive
290 422 Reduction of direct payments .,Non-Incentive,Non-Incentive
285 42 Element related to Direct Payments .,Non-Incentive,Non-Incentive
283 417 Minimum requirements for receiving direct payments .,Non-Incentive,Non-Incentive
621 621 Direct Payments .,Non-Incentive,Non-Incentive
"The 2nd National Action Plan 2019 -2024 for the Sustainable use of Pesticides (2019) has five main areas in which it aims to make improvements: ·Training, Education, Information Exchange and Data Gathering; ·Controls on Application Equipment; ·Controls on Storage, Supply and Disposal of Plant Protection Products; ·Controls on use of Plant Protection Products in Specified Areas; ·Integrated Pest Management (IPM).",Non-Incentive,Non-Incentive
"EN 27 EN Obj1N2 - Support farmers facing natural and other constraints Support farmers facing natural and other constraints to maintain a viable farm income, maintain the landscape and protect against the abandonment of agricultural land The SWOT analysis found that Direct Payments are a valuable source of income support for all farmers across the agri -food sector; but noted that these payments are of particular importance to farms situated in areas of natural and other specific constraints.",Non-Incentive,Non-Incentive
"As a result of low -income levels, farm households rely heavily on Direct Payments and off -farm income sources to remain viable.",Non-Incentive,Non-Incentive
"The loan is intended for long term investments for micro -, small and medium -sized enterprises (SMEs).",Non-Incentive,Non-Incentive
The ultimate objective is to encourage the development and retention of highly skilled jobs in the region by conducting innovative bioeconomy researc h. Obj8N2 - Improve infrastructure and access to services in rural areas including broadband Town and Village and Renewal Scheme 2021: This is part of ‘Our Rural Future – Rural Development Policy 2021 -2025’.,Non-Incentive,Non-Incentive
"Estimates are based on schemes approvals in TAMS II (except those under the Dairy Equipment Scheme), at a 70% completion rate.",Non-Incentive,Non-Incentive
"EN 168 EN 22 Context Indicators and other values used for the calculation of the targets Context indicators (PMEF Code) Baseline value Baseline year Updated value Updated year Justification/Comments Source of data C01 Total rural population – for LEADER (R38) (Number of) 2,823,69000 2020 3,762,04300 2016 The total rural population has been updated to reflect the definition used in section 472 [URL] C01b Total rural population – for services and infrastructure (R41) (Number of) 2,823,69000 2020 3,762,04300 2016 The total rural population has been updated to reflect the definition used in section 472 [URL] C05 Total forest area (Hectares) 996,29100 2018 C12 Total number of farms (Number of) 137,56000 2016 C17 Total utilised agricultural area (UAA) (Hectares) 4,524,15000 2019 C19 Total agricultural area and forest area in Natura 2000 sites (Hectares) 147,61400 2018 C23 Total number of livestock units (Number of) 6,195,64000 2016 D35 Total number of beehives notified to the EU Commission: average of the latest three years available at the time of establishing the plan.",Non-Incentive,Non-Incentive
"The SWOT analysis noted that sales of Plant Protection Products in Ireland have declined overall since 2011, and that Irelan d has been successful in decreasing the risks associated with the use of pesticides, and Ireland commitment to lower usage even further is under pinned by the 2nd National Action Plan 2019 -2024 for the Sustainable use of Pesticides (2019) has five main are as in which it aims to make improvements: ·Training, Education, Information Exchange and Data Gathering; ·Controls on Application Equipment; ·Controls on Storage, Supply and Disposal of Plant Protection Products; ·Controls on use of Plant Protection Produc ts in Specified Areas; ·Integrated Pest Management.",Non-Incentive,Non-Incentive
"Generational renewal will be supported through the allocation of 3% of the direct payments envelope to the Complementary Income Support for Young Farmers (CIS -YF), as well as through the continued prioritisation of young farmers and new entrants for allocations from the National Reserve.",Direct_payment,Incentive
"Pillar I and Pillar II Interventions, and the CAP Green Architecture In addition to providing a basic income support to primary producers and achieving a higher level of environmental ambition, Pillar I (direct payments) interventions are aimed at achieving a fairer approach to the distribution of payments in Ireland.",Direct_payment,Incentive
282 4141 Criteria to identify those who have minimum level of agricultural activity  282 4142 Decision to use a negative list of non -agricultural ac tivities as a complementary tool  282 4143 Decision to set an amount of direct payments not higher than EUR 5 000 under which farmers shall in any event be considered as ‘active farmers’ .,Non-Incentive,Non-Incentive
The new measure also supports the provision of adaptive equipm ent for farmers with disabilities.,Supplies,Incentive
The goal of the scheme is to provide support for farmers to invest in productive equipment for their farms.,Supplies,Incentive
"In a similar fashion, the On-Farm Capital Investment Scheme (OFCIS) addresses Obj6N1 through the provision of grant aid on non -productive investments for machinery such as precision farming equipment including Low Emissions Slurry Spreaders (LESS).",Supplies,Incentive
"As su ch, providing support to assist in the purchasing of this equipment will simultaneously improve farm safety and increase awareness of the importance of farmer well -being thus addressing Obj8N5.",Supplies,Incentive
"Although this need cannot be addressed fully under the CAP Strategic Plan, national funding mechanisms, such as the Future Growth Loan Scheme, will also contribute to addressing this important need.",Non-Incentive,Non-Incentive
Debts due to the Department may be recovered by offsetting them against payments due to the customer under any other scheme administered by the Department 3.,Non-Incentive,Non-Incentive
Succession and the early transfer of family farms is supported by Agricultural Relief from Capital Acquisitions Tax and Stamp Duty exemptions.,Tax_deduction,Incentive
Income Averaging under the Irish taxation system allows farmers to pay tax on the averaged profit and losses of their fa rming trade over a period of 5 years.,Tax_deduction,Incentive
"In these years, the Capital Investment Scheme will contribute to addressing Obj5,N2 and Obj9,N3 by providing support for investments in precision farming equipment for application of plant protection product s. It will also support investment in e quipment such as Ring Rollers and Haulm Toppers to reduce reliance on plant protection product s.",Supplies,Incentive
"EN 233 EN Nationally – taxation and access to finance At national level there are a number of measures aimed at young f armers including a number of taxation measures, both to facilitate succession and to support their establishment.",Tax_deduction,Incentive
Income averaging for farmers is a recognition that income in the sector is volatile and that the annual tax liability can vary significantly.,Tax_deduction,Incentive
"• Credit insurance to cover the cost of bad deb t in case a customer does not pay Eligibility conditions A PO, TPO or APO, recognised in accordance with EU and national legislation, having submitted and received approval for an Operational Programme of 3 -7 years in duration, may submit a claim for EU aid in line with Article 52 of SPR 2021/2115 6 Form and rate of support/amounts/calculation methods The aid budget will be no less than 41% of Value of Marketed Product (45% for APOs and 5% for TPOs), applied in line with Article 52 of SPR 2021/2115.",Non-Incentive,Non-Incentive
"Harvest and production insurance interventions shall not cover insurance payments which compensate producers for more than 100 % of the income loss suffered, taking into account any compensation the producers obtain from other support or insurance schemes related to the insured risk 7 Additional information specific to the Type of Interven tion N/A 8 WTO compliance Amber Box Explanation of how the intervention respects the relevant provisions of Annex 2 to the WTO Agreement on Agriculture as specified in Article 10 of this Regulation and in Annex II to this Regulation (Green Box) N/A EN 406 EN COACH(47(2)(j)) - - coaching to other producer organisations and associations of producer organisations recognised under Regulation (EU) No 1308/2013 or under Article 67(7) of this Regulation, or to individual producers 52FVPO14 - Coaching For Risk Management Intervention Code (MS) 52FVPO14 Intervention Name Coaching For Risk Management Type of Intervention COACH(47(2)(j)) - coaching to other producer organisations and associations of producer organisations recognised under Regulation (EU) No 1308/2013 or under Article 67(7) of this Regulation, or to individual producers Common Output Indicator O35.",Non-Incentive,Non-Incentive
·Comply with scheme requiremen ts on planning permission and tax clearance.,Non-Incentive,Non-Incentive
Tax clearance as per Revenue 9.,Non-Incentive,Non-Incentive
"The main concerns of older farmers include among others: • loss of income and tax concerns • the suitability of collaborators • ensuring adequate care of the farm including future success ions and transitions, and • stepping back/ the retirement process A recent EU study on evaluating the impact of CAP on addressing generational renewal sets out this context across Europe.",Non-Incentive,Non-Incentive
"Within Finance Division there is a separate independent unit that acts on behalf o f the Minister in his capacity as the Competent Authority, in issuing, reviewing and withdrawing the accreditation of the Paying Agency, and designating and withdrawing the designation of the Certification Body.",Non-Incentive,Non-Incentive
"• Accreditation Review group with independent observers to monitor compliance with accreditation Human Resource Standard EN 645 EN • DAFM has a staff compliment in excess of 3,500 and has a dedicated Human Resource Division with a strong emphasis on staff tr aining and ethics.",Non-Incentive,Non-Incentive
A dedicated debtor’s unit is in place to ensure best practice in debt management Advances and Securities,Non-Incentive,Non-Incentive
"Fully subscribed it would encourage local farmers and foresters to become 9 Details of the NeighbourWood Scheme are included in Chapter 1 of this report 9 involved, particularly those who would like to open up their for ests but are concerned about insurance costs as well as public liability.",Non-Incentive,Non-Incentive
"Ongoing expenses su ch as litter collection, the provision of security services, public liability insurance and unspecified contingency funds, are not covered under the scheme.",Non-Incentive,Non-Incentive
“I would love to integrate our forest into the local community but the cost of insurance makes it impossible”.,Non-Incentive,Non-Incentive
Public Liability risks for owners and the issue of insurance was rais ed by those who owned private forests.,Non-Incentive,Non-Incentive
The main concern was the problem of public liability and insurance costs to open forestry up to the public.,Non-Incentive,Non-Incentive
"Note that the interval for such further feedback should not be greater than the three months provided for under the Act 112 Content of Feedback The Act defines feedback as the provision to the reporting person of information on the action envisaged or t aken as follow -up and the reasons for such follow -up102 Follow -up is defined as meaning any action taken, by the recipient of a report, or a person to whom the report is transmitted, to assess the accuracy of the information and, where relevant, to address the wrongdoing reported103 Therefore, follow -up includes the assessment and investigation of the report of a disclosure and actions taken to address the wrongdoing.",Non-Incentive,Non-Incentive
"The calculation of “financial damage” should include any fines, financial penalties or other damages imposed on the public body arising directly from the wrongdoing reported.",Non-Incentive,Non-Incentive
"Financial support towards the professi onal costs, such as legal, taxation and advisory for older farmers will contribute 50% of such vouched costs, to a maximum payment of €1,500 per beneficiary Additional explanation Non applicable",Technical_assistance,Incentive
"This scheme has two measures: • provides financial support towards the professional costs, such as legal, taxation and advisory, incurred during the establishment of a Registered Farm Partnership.",Technical_assistance,Incentive
"If an offence is committed by a public body, and is co mmitted with the consent of, or is attributable to the neglect on the part of a director, manager or other officer of the public body, that person will also be liable for prosecution125 On conviction, fines up to €250,000 or imprisonment for up to 2 years, or both, may be imposed 125 Per s ection 14A(6) of the Act.",Fine,Incentive
It does not relate to any fines or compensation awarded or paid to a reporting person arising from a claim of penalisation or any financial damage suffered by the reporting person due to penalisation .,Non-Incentive,Non-Incentive
Examples include: warning/improvement notices; fines or other financial penalties; and any judicial pr oceedings taken (civil or criminal).,Non-Incentive,Non-Incentive
1012 Fines of other financial penalties?,Non-Incentive,Non-Incentive
"€ 103 Of the proceedings reported as initiated, what (where relevant) is the total value of fines and/or other financial penalties imposed as a result of these proceedings?",Non-Incentive,Non-Incentive
The calculation of “financial damage” should not include any fines or financial penalties imposed (these ar e to be reported under headings 103 and 104).,Non-Incentive,Non-Incentive
Fines and other financial penalties should not include any damages awarded to a reporting person or any fines/penalties imposed for penalisation of a reporting person .,Non-Incentive,Non-Incentive
"The inform ation provided here should set out in plain language what powers the prescribed person has as regards further follow -up action to determine the veracity of a report (eg powers of investigation, inspection, audit etc) and what enforcement action can be t aken if a wrongdoing has been found to have occurred (eg warning/improvement notices, closure orders, fines, prosecution etc).",Non-Incentive,Non-Incentive
"The draft Regulation establishes that for the period to 2027, “ support from the European Agricultural Guarantee Fun d (EAGF) and European Agricultural Fund for Rural Development (EAFRD) shall aim to further improve the sustainable development of farming, food and rural areas and shall contribute to achieving the following general objectives ”.",Non-Incentive,Non-Incentive
Animal ag riculture is also inefficient and taxing on the environment and cannot meet the requirements to quell world hunger 18 tal activism group) Focus on forestry and a shift to growing hemp over other crops for paper production.,Non-Incentive,Non-Incentive
"Taxes from EU citizens are redistributed to the European Agriculture Guarantee Fund and the European Agricultural Fund for Ru ral Development; therefore, citizens have a vested interest in how the money is spent and what environmental benefits will accrue.",Non-Incentive,Non-Incentive
"• Stage 1 – Screening: This stage defines the proposed plan, establishes whether the proposed plan is nece ssary for the conservation management of the Natura 2000 site and assesses the likelihood of the plan to have a significant effect, alone or in combination with other plans or projects, upon a Natura 2000 site.",Non-Incentive,Non-Incentive
"A total budget of 98 billion will be provi ded for under CAP, with supports provided for: via the European Agricultural Guarantee Fund (EAGF) for Pillar I measures: via the European Union via the European Agricultural Fund for Rural Development (EAFRD) and by the national Exchequer for Pillar II me asures.",Non-Incentive,Non-Incentive
"Under the Taxi Regulation Act 2013, NTA has statutory responsibility for the regulation of the small public service vehicle sector.",Non-Incentive,Non-Incentive
The Department engages with civil society stakeholders on an ongoing basis on topical development issues including through the Civil Society Division in the Development Cooperation and Africa Divisiondcdcsdeucoordination@dfaie DFin Ongoing Engagement with IFIs; A Better World; The Global IslandTaking guidance for the Domestic Resource Mobilization Initiative; the Department will engage with IFIs to strengthen domestic resource mobilisation (DRM) and tax administrations in developing countriesThere are regular meetings with key stakeholders on an ongoing basis.,Non-Incentive,Non-Incentive
SDGs@financegovie173 Mobilize additional financial resources for developing countries from multiple sourcesDFA A Better World Strengthening governance is a policy priority in A Better World and includes the ambition to strengthen domestic resource mobilisation and tax administrations in developing countriesThe Department engaged in extensive consultation with stakeholders in the preparation of A Better World.,Non-Incentive,Non-Incentive
The consensus defines our shared vision and action framework for development cooperation.,Non-Incentive,Non-Incentive
By extension such measures will be given credit when con tributing to the target of 7% or 10% required for participation in the complementary ECO scheme measure.,Credit,Incentive
"In doing so, the SBCI has implemented loan guarantee schemes on behalf of the DETE and DAFM.",Credit,Incentive
"The ASSAP programme includes mitigation measures for nutrient loss to waterways and GAEC 8 is enhanced to give NPF credit to farmers who implement appropriate mitigation measures at farm level 639 The text on Statutory Management Requirements (SMRs) 3 and 4 on pages 182, 1878 and 1889 of the draft CSP are completely inadequate and fail to describe appropriately the breadth of the implications of these SMRs especially SMR 3 which applies outside SPAs .",Non-Incentive,Non-Incentive
"This is to be achieved using a two-pronged approach; a focus on domestic SMEs, which is critical for broad-based jobs-led economic growth; whilst leveraging and reinforcing the enormous strength of the Foreign Direct Investment sectorThis plan does not contain a consultation elementSDGs@enterprisegovie 93 Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and marketsDFin DETE Strategic Banking Corporation of Ireland (SBCI)The strategic mission of the Strategic Banking Corporation of Ireland (SBCI) is to provide and promote the provision of credit to Irish SMEs and address the failures of the credit market and increase competition.",Non-Incentive,Non-Incentive
"Organisations and institutions that wish to join can find membership details in the Coalition’s Terms of Reference, which can be found on [URL] /[URL] 107 106Photocredit:Friendsof theEarthL-R: YvonneO’Callaghan,SIPTU(TradeUnion),LouiseFinan,Dóchas(International),KarenCiesielski, TheEnvironmentalPillar (Environment),PaulGinnell,European AntiPovertyNetworkIreland(Domestic Anti-Poverty&Equality 107722Community EngagementWe are now in the ‘decade of action’ and community organisations will be vital players in achieving the SDGs.",Non-Incentive,Non-Incentive
"The programme, recently included in national recommendations for STEM gender balance, includes a university accredited digital qualification, a mentoring programme and a digital platform which supported the digital inclusion of 1000 girls from DEIS schools across Ireland.",Non-Incentive,Non-Incentive
This is also in line with the definition used in Ireland in the Youth Work Act 2001 which defines a ‘young person’ as someone who has not attained the age of 25.,Non-Incentive,Non-Incentive
"The bioeconomy should promote circularity through solutions and innovations that reuse and recycle materials, maximising resource efficiency through the use of unavoidable wastes and environmental sustainability45Ireland’s National Food Waste Prevention Roadmap 2023-2025Roadmap for Social Inclusion 2020-2025The Roadmap for Social Inclusion 2020-202567 which sets out the Government’s ambition for Ireland to become one of the most socially inclusive States in the EU, defines a number of specific targets to be achieved and details a number of key commitments to deliver on this ambition and these targets.",Non-Incentive,Non-Incentive
"In Ireland, Deloitte has over 3,000 people providing audit, tax, consulti ng, corporate finance and risk advisory services to public and private clients spanning multiple industries.",Non-Incentive,Non-Incentive
"Deliverable for the reporting in the Life KPI is mandatory during the whole lifetime of projectOUTCOMES•Building a clear monitoring and reporting plan with task and results indicators (results could be audited)•Being careful when assessing the KPI vs. results monitoring•Mandatory impact monitoring and reporting with reporting Life KPI deliverables during the whole project lifetime•Surveying and communication channel for impact reportingis also a plusAppropriateness and quality of the measures to communicate and disseminateProThe communication strategy is elaborated and defines channels and measures to communicate and disseminate project results to multiple audiences, going beyond the core audience of the project.",Non-Incentive,Non-Incentive
"Should this proposal be acceptable to you, and following the conclusion of our internal acceptance procedures, we would be pleased to discuss terms and conditions with you prior to our appointment and no reliance may be plac ed for any purposes whatsoever on the contents of this documentDeloitte Ireland LLP is a limited liability partnership registered in Northern Ireland with registered number NC001499 and it s registered office at 27 -45 Great Victoria Street, Lincoln Building, Belfast, BT2 7SL, Northern IrelandDeloitte Ireland LLP is the Ireland affiliate of Deloitte NSE LLP, a member firm of Deloitte Touche Tohmatsu Limited, a UK private company limited by guarantee (“DTTL”).",Non-Incentive,Non-Incentive
"Environmental Management 38(2):218-226Percent organic bank habitat at each site proved to be strongly positively correlated with many factors, including taxon richness, total biomass, and shredder biomass.",Non-Incentive,Non-Incentive
"Forested riparian habitats also exhibited greater canopy cover, woody vegetation taxa richness, and coarse particulate organic matter input than grass filter strips and greater riparian widths and woody vegetation abundance than unplanted riparian habitatsEffects of bioengineered streambank stabilization on bank habitat and macroinvertebrates in urban streams Sudduth, EB & Meyer, JL 2006.",Non-Incentive,Non-Incentive
"Ireland has committed to a doubling of our annual contribution to the GCF in 2020, the principal financial mechanism under the Paris Agreement, from €2 million to €4 million, in line with the Budget 2020 announcement and the allocation of the additional reven ues from increasing the rate of carbon tax.",Non-Incentive,Non-Incentive
